Inverter_ID,Season,Irradiance_Wm2,Temperature_C,Bus_Voltage_pu,Load_Demand_MW,Control_Scheme,Reactive_Power_Setting_MVAR,Voltage_Setting_pu,VOCR,Power_Loss_kW
PV5,Winter,564.09,30.6,0.944,0.817,Distributed,0.163,0.964,0.039,2.57
PV5,Summer,516.96,25.9,0.95,0.869,Distributed,0.153,0.97,0.038,2.09
PV2,Monsoon,140.86,25.8,1.066,0.39,Decentralized,0.098,1.076,0.027,1.76
PV4,Winter,361.03,42.8,0.993,0.313,Distributed,0.122,1.013,0.058,2.21
PV2,Monsoon,937.91,44.4,0.997,0.783,Distributed,0.238,1.017,0.026,2.01
PV5,Monsoon,452.64,37.9,1.087,0.511,Distributed,0.141,1.107,0.031,2.02
PV6,Summer,592.03,36.5,1.027,0.738,Distributed,0.168,1.047,0.041,2.1
PV5,Winter,578.82,33.8,1.08,0.405,Distributed,0.166,1.1,0.057,2.64
PV6,Summer,631.39,15.8,0.991,0.628,Decentralized,0.196,1.001,0.028,2.26
PV1,Summer,155.2,12.1,0.93,0.653,Distributed,0.081,0.95,0.045,2.14
PV5,Winter,425.96,34.2,1.086,0.71,Distributed,0.135,1.106,0.056,2.57
PV1,Winter,750.82,35.5,0.992,0.659,Decentralized,0.22,1.002,0.032,2.31
PV4,Monsoon,280.5,11.6,0.936,0.647,Decentralized,0.126,0.946,0.028,2.0
PV2,Winter,283.22,42.5,0.96,0.533,Distributed,0.107,0.98,0.056,2.23
PV6,Monsoon,109.08,13.2,0.91,0.35,Decentralized,0.092,0.92,0.029,2.08
PV2,Monsoon,493.73,20.0,0.994,0.363,Decentralized,0.169,1.004,0.015,1.73
PV1,Monsoon,894.46,33.5,1.071,0.604,Decentralized,0.249,1.081,0.018,1.93
PV6,Winter,146.71,15.9,1.087,0.549,Decentralized,0.099,1.097,0.042,2.74
PV2,Summer,272.01,11.9,1.087,0.661,Decentralized,0.124,1.097,0.025,2.01
PV5,Monsoon,379.08,21.6,0.925,0.513,Decentralized,0.146,0.935,0.022,1.9
PV3,Summer,758.55,36.8,0.976,0.782,Distributed,0.202,0.996,0.031,2.21
PV1,Summer,676.57,24.5,0.906,0.905,Distributed,0.185,0.926,0.029,2.35
PV2,Winter,474.35,32.9,1.071,0.509,Decentralized,0.165,1.081,0.033,2.34
PV1,Summer,783.16,30.3,0.972,0.435,Decentralized,0.227,0.982,0.03,2.04
PV1,Summer,648.67,10.8,1.026,0.381,Distributed,0.18,1.046,0.038,2.38
PV6,Winter,906.44,44.6,1.043,0.731,Decentralized,0.251,1.053,0.037,2.45
PV6,Monsoon,836.22,11.4,0.986,0.611,Distributed,0.217,1.006,0.03,1.95
PV3,Summer,327.53,43.9,0.961,0.432,Decentralized,0.136,0.971,0.032,2.13
PV5,Winter,344.29,29.2,1.092,0.757,Distributed,0.119,1.112,0.05,2.4
PV1,Summer,212.82,43.7,1.093,0.404,Distributed,0.093,1.113,0.039,2.34
PV2,Summer,403.27,14.0,0.958,0.688,Decentralized,0.151,0.968,0.026,2.36
PV4,Monsoon,999.59,27.2,0.996,0.669,Decentralized,0.27,1.006,0.013,1.85
PV1,Summer,465.18,15.9,1.095,0.814,Decentralized,0.163,1.105,0.028,2.17
PV1,Winter,298.44,11.8,0.901,0.339,Decentralized,0.13,0.911,0.037,2.36
PV3,Summer,786.23,31.6,0.983,0.922,Distributed,0.207,1.003,0.04,2.1
PV5,Monsoon,588.22,17.3,0.92,0.792,Decentralized,0.188,0.93,0.017,1.83
PV4,Monsoon,234.64,30.6,1.002,0.451,Distributed,0.097,1.022,0.034,1.78
PV6,Winter,442.62,13.9,0.905,0.428,Decentralized,0.159,0.915,0.026,2.58
PV6,Monsoon,473.02,21.6,0.981,0.602,Distributed,0.145,1.001,0.038,1.93
PV2,Summer,778.45,37.4,0.944,0.872,Decentralized,0.226,0.954,0.018,2.23
PV4,Monsoon,118.6,25.3,1.007,0.89,Decentralized,0.094,1.017,0.029,1.83
PV6,Winter,342.12,32.0,1.099,0.664,Distributed,0.118,1.119,0.046,2.34
PV2,Monsoon,565.84,32.7,1.06,0.903,Decentralized,0.183,1.07,0.018,1.91
PV5,Monsoon,341.96,39.5,1.069,0.304,Decentralized,0.138,1.079,0.015,2.07
PV2,Monsoon,665.59,21.4,1.027,0.325,Decentralized,0.203,1.037,0.01,1.97
PV6,Winter,533.68,34.1,0.908,0.938,Decentralized,0.177,0.918,0.03,2.65
PV3,Monsoon,425.54,43.7,0.941,0.843,Decentralized,0.155,0.951,0.012,2.03
PV3,Monsoon,954.29,35.6,1.085,0.615,Distributed,0.241,1.105,0.033,1.84
PV3,Summer,668.94,27.1,0.973,0.828,Decentralized,0.204,0.983,0.024,2.04
PV6,Winter,216.95,32.1,0.921,0.969,Distributed,0.093,0.941,0.053,2.57
PV3,Monsoon,604.08,35.9,1.04,0.84,Decentralized,0.191,1.05,0.014,1.78
PV4,Winter,802.66,31.4,0.96,0.89,Decentralized,0.231,0.97,0.043,2.54
PV5,Monsoon,737.64,10.6,0.954,0.832,Distributed,0.198,0.974,0.03,2.0
PV2,Monsoon,254.88,16.8,1.1,0.418,Distributed,0.101,1.12,0.022,2.01
PV2,Monsoon,975.18,38.4,1.072,0.884,Distributed,0.245,1.092,0.028,1.82
PV6,Summer,503.93,19.5,0.982,0.437,Distributed,0.151,1.002,0.033,2.31
PV3,Summer,243.12,35.6,1.096,0.925,Distributed,0.099,1.116,0.033,2.37
PV3,Summer,262.18,23.0,1.03,0.621,Decentralized,0.122,1.04,0.028,2.49
PV1,Winter,188.41,28.3,1.048,0.774,Distributed,0.088,1.068,0.05,2.66
PV5,Winter,823.17,12.4,0.906,0.648,Distributed,0.215,0.926,0.056,2.79
PV4,Summer,209.83,16.3,0.924,0.366,Decentralized,0.112,0.934,0.028,2.0
PV2,Winter,212.61,43.5,1.027,0.504,Decentralized,0.113,1.037,0.044,2.46
PV1,Monsoon,865.42,41.2,1.08,0.989,Distributed,0.223,1.1,0.039,1.8
PV1,Monsoon,410.14,32.8,1.025,0.973,Distributed,0.132,1.045,0.037,1.75
PV6,Monsoon,127.77,26.1,0.927,0.524,Distributed,0.076,0.947,0.03,2.06
PV2,Summer,146.71,33.7,0.923,0.997,Decentralized,0.099,0.933,0.021,2.6
PV6,Winter,227.95,31.7,1.069,0.892,Distributed,0.096,1.089,0.04,2.31
PV4,Summer,292.05,29.9,0.928,0.728,Decentralized,0.128,0.938,0.031,2.02
PV1,Winter,698.63,12.1,1.004,0.328,Decentralized,0.21,1.014,0.033,2.37
PV1,Monsoon,241.59,32.1,0.907,0.931,Decentralized,0.118,0.917,0.013,2.03
PV5,Summer,206.99,36.9,0.916,0.69,Decentralized,0.111,0.926,0.028,2.18
PV4,Winter,788.25,44.8,1.034,0.908,Distributed,0.208,1.054,0.035,2.23
PV1,Winter,703.95,10.4,1.038,0.884,Decentralized,0.211,1.048,0.04,2.23
PV4,Monsoon,491.79,35.6,0.968,0.883,Decentralized,0.168,0.978,0.011,1.87
PV2,Summer,594.38,30.0,0.943,0.789,Distributed,0.169,0.963,0.044,2.56
PV3,Summer,380.79,25.2,1.063,0.504,Decentralized,0.146,1.073,0.034,2.17
PV1,Summer,534.25,14.5,0.943,0.535,Distributed,0.157,0.963,0.031,2.26
PV5,Monsoon,556.01,24.3,1.008,0.516,Decentralized,0.181,1.018,0.02,1.74
PV2,Summer,448.51,22.4,1.094,0.314,Distributed,0.14,1.114,0.047,2.3
PV4,Monsoon,915.91,20.6,0.93,0.708,Decentralized,0.253,0.94,0.015,1.98
PV6,Monsoon,114.46,35.6,1.088,0.789,Decentralized,0.093,1.098,0.013,1.81
PV2,Monsoon,803.95,34.5,0.937,0.898,Distributed,0.211,0.957,0.027,1.82
PV1,Winter,211.94,30.6,1.013,0.398,Decentralized,0.112,1.023,0.036,2.71
PV4,Summer,817.79,42.9,0.975,0.681,Decentralized,0.234,0.985,0.03,2.01
PV3,Summer,654.32,22.2,1.093,0.306,Distributed,0.181,1.113,0.031,2.38
PV2,Monsoon,858.95,18.5,0.955,0.367,Decentralized,0.242,0.965,0.019,1.86
PV1,Monsoon,187.76,33.0,0.98,0.338,Decentralized,0.108,0.99,0.015,1.82
PV5,Summer,603.08,17.0,1.097,0.808,Distributed,0.171,1.117,0.049,2.39
PV6,Monsoon,550.98,21.0,1.007,0.357,Distributed,0.16,1.027,0.026,2.03
PV4,Summer,735.57,17.9,1.001,0.802,Distributed,0.197,1.021,0.049,2.34
PV2,Winter,580.86,12.4,0.952,0.475,Distributed,0.166,0.972,0.045,2.22
PV2,Monsoon,586.66,39.0,1.04,0.914,Distributed,0.167,1.06,0.035,1.88
PV3,Summer,486.64,18.9,0.903,0.869,Decentralized,0.167,0.913,0.028,2.28
PV3,Monsoon,377.95,26.6,0.91,0.97,Distributed,0.126,0.93,0.032,1.92
PV5,Summer,534.04,11.5,1.02,0.919,Decentralized,0.177,1.03,0.026,2.4
PV6,Summer,206.64,34.5,0.968,0.953,Distributed,0.091,0.988,0.047,2.01
PV5,Monsoon,965.36,21.6,1.091,0.901,Decentralized,0.263,1.101,0.019,1.9
PV1,Winter,742.97,36.1,1.081,0.785,Decentralized,0.219,1.091,0.034,2.55
PV1,Summer,957.22,24.4,1.043,0.419,Distributed,0.241,1.063,0.041,2.21
PV5,Summer,304.05,16.9,1.064,0.49,Decentralized,0.131,1.074,0.035,2.4
PV6,Summer,891.41,28.0,1.033,0.449,Decentralized,0.248,1.043,0.031,2.14
PV5,Winter,827.91,14.6,0.925,0.723,Distributed,0.216,0.945,0.043,2.39
PV6,Winter,709.44,25.4,1.053,0.653,Distributed,0.192,1.073,0.05,2.78
PV6,Monsoon,662.53,21.1,0.942,0.907,Distributed,0.183,0.962,0.033,1.84
PV4,Winter,384.89,41.9,0.965,0.967,Distributed,0.127,0.985,0.056,2.41
PV6,Monsoon,834.77,12.1,1.064,0.583,Decentralized,0.237,1.074,0.027,1.94
PV3,Monsoon,551.36,34.3,1.007,0.654,Decentralized,0.18,1.017,0.023,2.09
PV6,Winter,163.8,16.4,1.072,0.98,Decentralized,0.103,1.082,0.032,2.79
PV6,Monsoon,381.58,21.2,0.943,0.493,Decentralized,0.146,0.953,0.026,1.93
PV6,Winter,941.77,24.5,1.022,0.855,Decentralized,0.258,1.032,0.037,2.2
PV1,Monsoon,865.61,41.8,0.917,0.458,Decentralized,0.243,0.927,0.03,2.06
PV3,Winter,983.72,18.5,1.029,0.777,Distributed,0.247,1.049,0.041,2.54
PV3,Winter,665.19,13.2,1.053,0.478,Decentralized,0.203,1.063,0.027,2.42
PV5,Monsoon,322.76,21.2,1.017,0.919,Decentralized,0.135,1.027,0.011,2.03
PV4,Summer,246.53,13.7,0.953,0.693,Decentralized,0.119,0.963,0.031,2.24
PV6,Monsoon,268.22,14.5,0.906,0.43,Distributed,0.104,0.926,0.039,1.71
PV2,Winter,117.82,30.1,0.924,0.457,Distributed,0.074,0.944,0.035,2.69
PV4,Summer,451.61,12.1,1.024,0.646,Distributed,0.14,1.044,0.046,2.33
PV4,Monsoon,272.28,11.1,1.087,0.973,Distributed,0.104,1.107,0.033,1.84
PV3,Monsoon,470.49,35.0,0.941,0.839,Decentralized,0.164,0.951,0.025,1.8
PV4,Monsoon,941.49,22.7,1.047,0.642,Decentralized,0.258,1.057,0.017,1.94
PV6,Summer,487.49,14.4,1.073,0.536,Decentralized,0.167,1.083,0.034,2.12
PV6,Winter,890.19,18.9,1.004,0.684,Distributed,0.228,1.024,0.036,2.39
PV1,Monsoon,644.95,32.5,1.034,0.824,Decentralized,0.199,1.044,0.025,1.95
PV6,Monsoon,322.42,19.6,1.063,0.849,Decentralized,0.134,1.073,0.015,2.05
PV6,Monsoon,420.27,27.3,0.952,0.527,Decentralized,0.154,0.962,0.02,1.91
PV3,Monsoon,175.53,14.3,0.959,0.805,Distributed,0.085,0.979,0.036,2.0
PV6,Monsoon,400.12,30.6,0.9,0.76,Distributed,0.13,0.92,0.025,2.01
PV1,Winter,709.79,21.1,1.093,0.971,Distributed,0.192,1.113,0.039,2.6
PV2,Winter,164.9,31.9,1.084,0.952,Decentralized,0.103,1.094,0.039,2.35
PV3,Monsoon,284.86,38.3,1.053,0.853,Decentralized,0.127,1.063,0.021,2.05
PV2,Summer,443.3,31.4,0.916,0.806,Decentralized,0.159,0.926,0.028,2.26
PV3,Winter,983.84,20.4,0.99,0.492,Decentralized,0.267,1.0,0.03,2.23
PV5,Summer,806.38,19.0,0.92,0.892,Distributed,0.211,0.94,0.029,2.15
PV4,Winter,760.14,21.5,0.903,0.599,Decentralized,0.222,0.913,0.033,2.66
PV5,Monsoon,204.57,15.8,1.023,0.491,Distributed,0.091,1.043,0.022,1.73
PV6,Winter,802.9,16.3,1.092,0.569,Decentralized,0.231,1.102,0.043,2.29
PV2,Monsoon,806.74,37.7,1.081,0.885,Distributed,0.211,1.101,0.021,1.98
PV6,Winter,640.99,23.5,1.039,0.404,Decentralized,0.198,1.049,0.034,2.74
PV4,Monsoon,991.33,25.3,0.919,0.619,Decentralized,0.268,0.929,0.011,1.95
PV3,Monsoon,392.73,30.8,0.955,0.645,Distributed,0.129,0.975,0.022,1.79
PV4,Monsoon,947.15,30.6,0.964,0.326,Distributed,0.239,0.984,0.033,1.72
PV1,Monsoon,923.26,12.4,1.053,0.437,Decentralized,0.255,1.063,0.023,1.95
PV4,Summer,110.33,39.1,1.06,0.879,Decentralized,0.092,1.07,0.019,2.03
PV1,Monsoon,505.1,16.2,0.977,0.882,Decentralized,0.171,0.987,0.01,1.95
PV4,Summer,979.39,35.3,0.984,0.505,Distributed,0.246,1.004,0.03,2.14
PV1,Summer,192.81,37.0,0.909,0.912,Decentralized,0.109,0.919,0.033,2.54
PV2,Monsoon,593.01,35.0,0.958,0.84,Distributed,0.169,0.978,0.032,1.89
PV6,Summer,981.06,30.3,0.99,0.593,Decentralized,0.266,1.0,0.019,2.13
PV6,Winter,599.95,10.5,0.923,0.824,Decentralized,0.19,0.933,0.035,2.71
PV5,Monsoon,270.83,22.6,0.991,0.973,Decentralized,0.124,1.001,0.024,1.8
PV6,Summer,623.96,31.2,1.071,0.621,Decentralized,0.195,1.081,0.035,2.18
PV3,Monsoon,284.0,23.6,1.016,0.467,Distributed,0.107,1.036,0.039,2.03
PV4,Monsoon,567.73,40.2,0.916,0.959,Distributed,0.164,0.936,0.027,1.82
PV5,Monsoon,166.64,20.8,0.938,0.723,Decentralized,0.103,0.948,0.013,1.86
PV3,Summer,644.93,20.3,0.995,0.374,Decentralized,0.199,1.005,0.023,2.21
PV3,Winter,565.11,19.3,0.972,0.701,Decentralized,0.183,0.982,0.041,2.27
PV1,Winter,766.15,21.6,0.972,0.65,Distributed,0.203,0.992,0.057,2.22
PV6,Summer,667.63,29.5,1.006,0.899,Decentralized,0.204,1.016,0.027,2.43
PV2,Monsoon,594.65,34.7,1.017,0.671,Distributed,0.169,1.037,0.026,1.96
PV2,Summer,720.8,33.2,1.059,0.479,Distributed,0.194,1.079,0.039,2.17
PV5,Summer,229.55,38.3,0.968,0.773,Distributed,0.096,0.988,0.036,2.18
PV2,Summer,635.82,41.0,1.061,0.68,Distributed,0.177,1.081,0.034,2.57
PV4,Monsoon,254.9,38.6,0.968,0.463,Decentralized,0.121,0.978,0.022,2.1
PV2,Summer,932.97,10.7,0.911,0.702,Decentralized,0.257,0.921,0.018,2.28
PV5,Monsoon,161.5,35.8,1.011,0.875,Distributed,0.082,1.031,0.025,2.02
PV2,Summer,487.34,17.3,1.018,0.32,Decentralized,0.167,1.028,0.031,2.44
PV4,Winter,726.22,14.7,1.087,0.742,Decentralized,0.215,1.097,0.026,2.38
PV1,Summer,512.22,32.3,1.045,0.545,Decentralized,0.172,1.055,0.02,2.04
PV5,Summer,182.89,21.2,1.084,0.505,Distributed,0.087,1.104,0.035,2.09
PV1,Winter,598.04,12.0,1.082,0.575,Decentralized,0.19,1.092,0.043,2.7
PV1,Monsoon,677.47,14.8,1.021,0.539,Decentralized,0.205,1.031,0.025,1.99
PV1,Monsoon,733.41,10.0,1.006,0.883,Decentralized,0.217,1.016,0.01,1.97
PV3,Summer,435.93,41.6,1.011,0.492,Decentralized,0.157,1.021,0.028,2.08
PV6,Winter,607.29,10.9,1.096,0.813,Decentralized,0.191,1.106,0.03,2.58
PV3,Monsoon,505.62,17.3,1.055,0.366,Decentralized,0.171,1.065,0.023,2.01
PV6,Summer,704.85,24.6,0.921,0.966,Decentralized,0.211,0.931,0.032,2.52
PV1,Winter,625.2,22.5,1.056,0.736,Decentralized,0.195,1.066,0.042,2.21
PV5,Monsoon,573.18,41.9,0.934,0.795,Decentralized,0.185,0.944,0.02,1.97
PV6,Monsoon,324.57,11.4,0.989,0.509,Decentralized,0.135,0.999,0.03,1.71
PV4,Winter,101.82,27.9,0.942,0.588,Distributed,0.07,0.962,0.058,2.62
PV4,Winter,256.67,33.8,1.038,0.457,Decentralized,0.121,1.048,0.043,2.58
PV2,Winter,205.36,42.6,1.075,0.953,Distributed,0.091,1.095,0.048,2.29
PV6,Winter,504.18,31.7,0.958,0.642,Decentralized,0.171,0.968,0.033,2.66
PV5,Summer,651.03,38.1,0.916,0.741,Distributed,0.18,0.936,0.037,2.04
PV3,Winter,291.78,12.9,0.96,0.814,Distributed,0.108,0.98,0.035,2.7
PV1,Monsoon,945.15,23.5,1.034,0.56,Decentralized,0.259,1.044,0.015,1.8
PV2,Monsoon,106.01,23.1,0.966,0.804,Distributed,0.071,0.986,0.034,1.98
PV4,Summer,795.07,41.0,0.956,0.773,Distributed,0.209,0.976,0.043,2.55
PV3,Monsoon,662.68,15.3,0.937,0.794,Distributed,0.183,0.957,0.038,1.84
PV3,Monsoon,436.2,15.3,1.0,0.642,Decentralized,0.157,1.01,0.011,1.9
PV1,Winter,145.44,21.5,0.955,0.568,Distributed,0.079,0.975,0.039,2.48
PV6,Monsoon,664.74,11.9,1.046,0.455,Distributed,0.183,1.066,0.036,1.76
PV4,Summer,447.05,16.4,0.915,0.877,Decentralized,0.159,0.925,0.025,2.35
PV5,Winter,942.64,43.8,1.033,0.726,Distributed,0.239,1.053,0.038,2.65
PV3,Winter,587.79,25.0,0.948,0.611,Distributed,0.168,0.968,0.058,2.75
PV1,Summer,945.69,32.1,0.998,0.961,Distributed,0.239,1.018,0.048,2.51
PV5,Winter,298.44,35.4,0.957,0.333,Decentralized,0.13,0.967,0.033,2.51
PV6,Winter,753.15,22.8,1.045,0.895,Distributed,0.201,1.065,0.054,2.63
PV4,Summer,655.52,15.2,1.089,0.998,Decentralized,0.201,1.099,0.032,2.48
PV6,Winter,765.47,17.2,1.083,0.921,Distributed,0.203,1.103,0.053,2.5
PV3,Summer,293.2,21.0,1.017,0.867,Distributed,0.109,1.037,0.048,2.07
PV5,Summer,698.5,32.3,0.993,0.562,Distributed,0.19,1.013,0.03,2.26
PV5,Monsoon,548.24,23.9,1.064,0.462,Distributed,0.16,1.084,0.032,2.04
PV5,Monsoon,768.54,10.2,1.037,0.814,Decentralized,0.224,1.047,0.01,1.94
PV3,Winter,394.34,28.3,0.937,0.513,Distributed,0.129,0.957,0.036,2.63
PV3,Winter,901.05,42.3,1.064,0.423,Decentralized,0.25,1.074,0.043,2.31
PV6,Summer,175.87,38.4,0.986,0.851,Distributed,0.085,1.006,0.041,2.58
PV2,Winter,826.47,38.9,0.938,0.519,Decentralized,0.235,0.948,0.04,2.44
PV6,Summer,875.19,37.8,0.956,0.94,Distributed,0.225,0.976,0.049,2.39
PV4,Summer,835.53,21.3,0.954,0.888,Distributed,0.217,0.974,0.052,2.01
PV1,Winter,561.45,36.8,1.004,0.893,Decentralized,0.182,1.014,0.042,2.28
PV5,Summer,494.55,15.0,0.947,0.84,Decentralized,0.169,0.957,0.028,2.47
PV2,Monsoon,996.64,33.0,0.925,0.917,Decentralized,0.269,0.935,0.017,2.09
PV1,Winter,306.25,32.5,0.925,0.864,Decentralized,0.131,0.935,0.028,2.39
PV2,Monsoon,592.19,10.9,1.017,0.722,Distributed,0.168,1.037,0.028,1.71
PV6,Winter,703.61,37.6,1.047,0.507,Decentralized,0.211,1.057,0.032,2.42
PV3,Summer,730.78,41.6,0.964,0.922,Decentralized,0.216,0.974,0.029,2.01
PV5,Winter,283.62,19.4,0.907,0.888,Decentralized,0.127,0.917,0.038,2.32
PV6,Monsoon,688.59,38.4,0.925,0.631,Distributed,0.188,0.945,0.04,2.0
PV1,Summer,836.53,12.9,1.083,0.327,Distributed,0.217,1.103,0.046,2.56
PV1,Winter,145.02,31.0,0.999,0.747,Distributed,0.079,1.019,0.05,2.25
PV1,Winter,920.37,27.0,0.991,0.335,Distributed,0.234,1.011,0.043,2.53
PV1,Winter,126.55,29.1,0.908,0.948,Decentralized,0.095,0.918,0.026,2.35
PV1,Monsoon,420.37,42.4,1.046,0.973,Distributed,0.134,1.066,0.026,1.76
PV2,Monsoon,114.23,40.5,1.006,0.433,Decentralized,0.093,1.016,0.025,1.79
PV6,Winter,169.43,37.5,0.94,0.773,Distributed,0.084,0.96,0.04,2.55
PV5,Summer,920.05,19.6,0.922,0.365,Decentralized,0.254,0.932,0.032,2.04
PV3,Summer,419.37,41.9,0.977,0.811,Decentralized,0.154,0.987,0.03,2.26
PV3,Monsoon,482.29,13.4,1.067,0.543,Decentralized,0.166,1.077,0.013,1.75
PV6,Summer,293.81,39.9,1.073,0.777,Decentralized,0.129,1.083,0.023,2.16
PV6,Monsoon,637.39,21.5,1.021,0.561,Decentralized,0.197,1.031,0.02,1.78
PV3,Winter,635.32,11.9,1.046,0.402,Distributed,0.177,1.066,0.045,2.73
PV3,Monsoon,434.98,33.4,0.923,0.584,Decentralized,0.157,0.933,0.026,1.98
PV2,Monsoon,399.73,18.1,1.018,0.379,Decentralized,0.15,1.028,0.025,2.05
PV4,Winter,896.47,18.5,1.033,0.704,Decentralized,0.249,1.043,0.036,2.43
PV5,Summer,444.96,20.7,0.94,0.329,Decentralized,0.159,0.95,0.034,2.19
PV1,Monsoon,544.15,12.2,1.076,0.669,Distributed,0.159,1.096,0.031,1.85
PV4,Monsoon,354.97,16.2,0.939,0.92,Distributed,0.121,0.959,0.039,1.71
PV6,Winter,808.09,10.2,0.963,0.887,Decentralized,0.232,0.973,0.029,2.63
PV3,Summer,457.7,25.6,1.024,0.918,Decentralized,0.162,1.034,0.032,2.21
PV4,Monsoon,562.25,12.9,1.028,0.945,Decentralized,0.182,1.038,0.017,1.83
PV5,Winter,328.02,33.9,1.04,0.373,Decentralized,0.136,1.05,0.031,2.56
PV6,Monsoon,988.89,18.2,0.922,0.39,Distributed,0.248,0.942,0.024,1.87
PV1,Winter,362.35,43.0,1.07,0.69,Distributed,0.122,1.09,0.048,2.79
PV1,Summer,793.67,40.5,1.007,0.926,Decentralized,0.229,1.017,0.022,2.21
PV5,Summer,484.75,20.1,0.994,0.982,Decentralized,0.167,1.004,0.022,2.37
PV5,Summer,285.6,37.4,1.096,0.332,Decentralized,0.127,1.106,0.038,2.19
PV3,Summer,819.75,38.1,1.048,0.549,Decentralized,0.234,1.058,0.034,2.59
PV1,Monsoon,400.25,44.5,0.924,0.449,Decentralized,0.15,0.934,0.025,1.88
PV6,Monsoon,878.67,30.9,1.051,0.829,Distributed,0.226,1.071,0.036,1.95
PV4,Summer,923.73,12.9,0.919,0.748,Distributed,0.235,0.939,0.052,2.08
PV6,Summer,873.84,32.6,0.905,0.384,Decentralized,0.245,0.915,0.029,2.44
PV2,Summer,131.51,31.9,0.981,0.638,Distributed,0.076,1.001,0.034,2.16
PV2,Monsoon,808.64,32.3,1.099,0.78,Distributed,0.212,1.119,0.037,1.88
PV5,Summer,470.21,20.8,0.935,0.845,Distributed,0.144,0.955,0.047,2.53
PV3,Summer,886.35,40.1,1.035,0.314,Decentralized,0.247,1.045,0.026,2.58
PV2,Summer,674.16,43.6,0.935,0.923,Distributed,0.185,0.955,0.04,2.25
PV1,Winter,850.28,17.6,1.045,0.698,Distributed,0.22,1.065,0.044,2.7
PV6,Summer,549.49,13.1,1.001,0.868,Decentralized,0.18,1.011,0.037,2.03
PV6,Winter,581.52,16.8,1.036,0.866,Distributed,0.166,1.056,0.043,2.71
PV5,Winter,229.95,38.7,0.941,0.433,Decentralized,0.116,0.951,0.044,2.58
PV4,Summer,805.59,33.7,1.049,0.377,Distributed,0.211,1.069,0.051,2.29
PV5,Winter,477.45,32.3,1.099,0.805,Decentralized,0.165,1.109,0.038,2.73
PV4,Summer,550.07,24.1,1.033,0.409,Decentralized,0.18,1.043,0.03,2.51
PV5,Monsoon,806.59,30.2,0.999,0.895,Distributed,0.211,1.019,0.027,1.82
PV5,Monsoon,638.96,20.8,1.085,0.808,Distributed,0.178,1.105,0.02,2.02
PV5,Monsoon,280.99,26.7,0.903,0.889,Decentralized,0.126,0.913,0.013,1.74
PV4,Monsoon,631.21,37.8,1.046,0.509,Decentralized,0.196,1.056,0.025,2.03
PV4,Winter,466.87,44.3,1.078,0.522,Distributed,0.143,1.098,0.046,2.61
PV5,Summer,522.57,42.6,0.912,0.77,Distributed,0.155,0.932,0.032,2.05
PV2,Summer,125.48,42.7,0.99,0.322,Distributed,0.075,1.01,0.035,2.41
PV3,Summer,289.03,24.1,0.941,0.809,Distributed,0.108,0.961,0.052,2.35
PV3,Monsoon,352.93,26.4,1.013,0.885,Decentralized,0.141,1.023,0.017,1.94
PV3,Monsoon,741.66,34.7,1.03,0.591,Decentralized,0.218,1.04,0.028,1.82
PV4,Summer,110.34,42.3,0.961,0.835,Decentralized,0.092,0.971,0.024,2.16
PV4,Monsoon,467.9,15.0,0.992,0.422,Distributed,0.144,1.012,0.031,2.01
PV2,Summer,931.62,20.6,0.956,0.526,Distributed,0.236,0.976,0.029,2.15
PV3,Summer,200.69,14.9,0.974,0.982,Decentralized,0.11,0.984,0.028,2.27
PV3,Summer,564.78,31.4,0.932,0.99,Decentralized,0.183,0.942,0.031,2.42
PV5,Summer,807.87,20.7,1.077,0.659,Decentralized,0.232,1.087,0.023,2.05
PV4,Summer,948.28,21.4,0.902,0.954,Decentralized,0.26,0.912,0.03,2.36
PV3,Summer,772.1,12.5,1.076,0.666,Decentralized,0.224,1.086,0.031,2.35
PV6,Summer,748.51,22.2,1.014,0.504,Decentralized,0.22,1.024,0.032,2.41
PV2,Monsoon,843.84,40.2,0.966,0.487,Distributed,0.219,0.986,0.036,1.85
PV6,Summer,501.58,18.2,1.045,0.951,Decentralized,0.17,1.055,0.024,2.27
PV6,Summer,825.26,34.3,1.002,0.421,Decentralized,0.235,1.012,0.029,2.2
PV2,Monsoon,107.17,32.0,1.0,0.706,Decentralized,0.091,1.01,0.03,2.02
PV6,Monsoon,932.1,40.2,0.922,0.689,Decentralized,0.256,0.932,0.028,1.75
PV3,Monsoon,498.98,14.6,0.978,0.818,Decentralized,0.17,0.988,0.029,2.09
PV4,Summer,598.04,44.2,0.948,0.649,Decentralized,0.19,0.958,0.026,2.38
PV2,Winter,329.39,30.4,0.903,0.491,Decentralized,0.136,0.913,0.041,2.73
PV5,Winter,768.28,44.8,0.972,0.419,Distributed,0.204,0.992,0.049,2.46
PV6,Monsoon,168.97,41.9,0.918,0.735,Decentralized,0.104,0.928,0.012,1.83
PV2,Winter,885.37,17.8,0.951,0.803,Distributed,0.227,0.971,0.054,2.74
PV1,Monsoon,845.31,12.0,0.919,0.699,Distributed,0.219,0.939,0.034,1.74
PV1,Summer,294.45,18.9,0.92,0.817,Distributed,0.109,0.94,0.033,2.07
PV4,Winter,828.39,28.5,0.94,0.399,Decentralized,0.236,0.95,0.027,2.38
PV3,Summer,807.72,16.0,1.1,0.918,Decentralized,0.232,1.11,0.035,2.58
PV4,Winter,668.99,15.9,0.9,0.708,Decentralized,0.204,0.91,0.027,2.58
